method,question_id,category,question,gold_sources,mrr,first_relevant_rank,candidate_recall@20,unique_sources@5,duplicate_fraction@5,max_source_share@5,top5_sources,top5_chunk_ids,top20_sources,recall@1,recall@3,recall@5,missing_gold_at_5,missing_gold_available_at_20,diversification_candidate,error_type
Similarity top-5,Q11,direct_answerable,What are the main CPF accounts described in the CPF overview?,CPF01,0.25,4,1.0,3,0.4,0.6,"CPF02, CPF07, CPF07, CPF01, CPF07","CPF02:000:000, CPF07:001:000, CPF07:004:000, CPF01:000:000, CPF07:003:000","CPF02, CPF07, CPF07, CPF01, CPF07, CPF07, CPF08, CPF08, CPF09, CPF09, CPF01, CPF01, CPF08, CPF02, CPF02, CPF09, CPF09, CPF02, HDB09, CPF10",0.0,0.0,1.0,,,False,success
Similarity top-5,Q12,direct_answerable,What are some of the main purposes of CPF described in CPF 101?,CPF02,0.16666666666666666,6,1.0,2,0.6,0.8,"CPF07, CPF07, CPF01, CPF07, CPF07","CPF07:003:000, CPF07:006:000, CPF01:000:000, CPF07:001:000, CPF07:004:000","CPF07, CPF07, CPF01, CPF07, CPF07, CPF02, CPF04, CPF02, CPF02, CPF03, CPF03, CPF04, CPF04, CPF09, CPF09, CPF08, CPF02, HDB09, CPF07, CPF01",0.0,0.0,0.0,CPF02,CPF02,True,duplicate_crowding
Similarity top-5,Q13,direct_answerable,Which CPF account can generally be used for a home purchase?,CPF03,0.16666666666666666,6,1.0,4,0.19999999999999996,0.4,"HDB09, CPF04, CPF02, CPF01, CPF02","HDB09:001:000, CPF04:000:000, CPF02:000:001, CPF01:000:000, CPF02:000:000","HDB09, CPF04, CPF02, CPF01, CPF02, CPF03, HDB07, CPF03, CPF06, HDB02, HDB09, CPF07, CPF05, CPF09, CPF09, CPF04, CPF06, HDB08, HDB02, HDB01",0.0,0.0,0.0,CPF03,CPF03,False,ranking_miss
Similarity top-5,Q14,direct_answerable,What generally has to be refunded to CPF when a property is sold or transferred?,CPF06,1.0,1,1.0,3,0.4,0.4,"CPF06, CPF04, CPF06, HDB08, HDB08","CPF06:000:002, CPF04:000:001, CPF06:000:000, HDB08:004:001, HDB08:004:000","CPF06, CPF04, CPF06, HDB08, HDB08, CPF06, HDB01, CPF03, HDB01, HDB01, HDB01, HDB02, HDB07, HDB03, HDB08, HDB04, HDB05, HDB06, HDB01, HDB01",1.0,1.0,1.0,,,False,success
Similarity top-5,Q15,direct_answerable,What is CPF LIFE intended to provide?,CPF08,1.0,1,1.0,3,0.4,0.4,"CPF08, CPF08, CPF02, CPF02, CPF07","CPF08:000:000, CPF08:000:001, CPF02:002:000, CPF02:005:000, CPF07:003:000","CPF08, CPF08, CPF02, CPF02, CPF07, CPF07, CPF01, CPF07, CPF07, CPF08, CPF08, CPF07, CPF08, CPF08, CPF01, CPF01, CPF09, CPF04, CPF09, CPF09",1.0,1.0,1.0,,,False,success
Similarity top-5,Q16,multi_hop,"A first-timer single wants to buy a resale flat. What HDB grant routes should they check, and what prerequisite applies before EHG (Singles) for a resale purchase?","HDB03, HDB04",1.0,1,1.0,5,0.0,0.2,"HDB04, HDB05, HDB03, HDB10, HDB06","HDB04:000:000, HDB05:000:000, HDB03:000:000, HDB10:000:002, HDB06:000:000","HDB04, HDB05, HDB03, HDB10, HDB06, HDB12, HDB01, HDB01, HDB12, HDB10, HDB01, HDB01, HDB07, HDB04, HDB02, HDB11, HDB01, HDB09, HDB08, HDB01",0.5,1.0,1.0,,,False,success
Similarity top-5,Q17,multi_hop,A family buying a resale flat wants both the main resale grant and EHG. How do these grant routes relate?,"HDB05, HDB06",1.0,1,1.0,4,0.19999999999999996,0.4,"HDB05, HDB04, HDB05, HDB10, HDB06","HDB05:000:000, HDB04:000:000, HDB05:002:003, HDB10:000:002, HDB06:005:000","HDB05, HDB04, HDB05, HDB10, HDB06, HDB07, HDB01, HDB06, HDB01, HDB01, HDB01, HDB01, HDB05, HDB01, HDB01, HDB04, HDB06, HDB03, HDB04, HDB01",0.5,0.5,1.0,,,False,success
Similarity top-5,Q18,multi_hop,A second-timer family wants to move from an eligible smaller flat to another flat. Which grant should they investigate and what housing context matters?,"HDB01, HDB07",1.0,1,1.0,4,0.19999999999999996,0.4,"HDB07, HDB06, HDB01, HDB03, HDB01","HDB07:000:000, HDB06:002:004, HDB01:016:006, HDB03:002:000, HDB01:002:005","HDB07, HDB06, HDB01, HDB03, HDB01, HDB01, HDB01, HDB01, HDB01, HDB01, HDB02, HDB06, HDB03, HDB05, HDB06, HDB06, HDB01, HDB06, HDB01, HDB01",0.5,1.0,1.0,,,False,success
Similarity top-5,Q19,multi_hop,"How do the HFE letter, housing grants and HDB loan eligibility fit together before a buyer commits to a flat?","HDB03, HDB08, HDB09",0.25,4,0.6666666666666666,5,0.0,0.2,"HDB12, HDB01, HDB02, HDB08, HDB07","HDB12:006:000, HDB01:000:000, HDB02:000:000, HDB08:006:000, HDB07:000:000","HDB12, HDB01, HDB02, HDB08, HDB07, HDB10, HDB08, HDB12, HDB09, HDB01, HDB01, HDB01, HDB01, HDB02, HDB02, HDB01, HDB02, HDB02, HDB01, HDB06",0.0,0.0,0.3333333333333333,"HDB03, HDB09",HDB09,False,ranking_miss
Similarity top-5,Q20,multi_hop,A resale buyer has agreed on a price. What should happen from the OTP stage until the resale application is submitted?,"HDB11, HDB12",1.0,1,1.0,1,0.8,1.0,"HDB12, HDB12, HDB12, HDB12, HDB12","HDB12:010:000, HDB12:002:000, HDB12:003:000, HDB12:008:000, HDB12:001:000","HDB12, HDB12, HDB12, HDB12, HDB12, HDB12, HDB12, HDB12, HDB10, HDB12, HDB09, HDB11, HDB08, HDB02, HDB01, HDB01, HDB02, HDB01, HDB01, HDB04",0.5,0.5,0.5,HDB11,HDB11,True,duplicate_crowding
Similarity top-5,Q21,multi_hop,How do CPF OA usage for housing and the later CPF refund obligation connect across the lifecycle of owning and selling a property?,"CPF03, CPF06",0.5,2,1.0,3,0.4,0.6,"CPF04, CPF06, CPF03, CPF06, CPF06","CPF04:000:001, CPF06:000:001, CPF03:000:001, CPF06:000:000, CPF06:000:002","CPF04, CPF06, CPF03, CPF06, CPF06, CPF04, HDB08, HDB08, HDB07, HDB07, HDB04, HDB08, HDB04, HDB01, CPF03, CPF05, CPF02, HDB05, HDB01, HDB05",0.0,1.0,1.0,,,False,success
Similarity top-5,Q22,multi_hop,Why can using more CPF for housing affect retirement resources later?,"CPF01, CPF05, CPF07",0.5,2,0.6666666666666666,5,0.0,0.2,"CPF03, CPF07, CPF01, CPF04, CPF02","CPF03:000:001, CPF07:000:000, CPF01:000:000, CPF04:000:001, CPF02:000:001","CPF03, CPF07, CPF01, CPF04, CPF02, HDB09, CPF04, CPF07, CPF02, CPF06, CPF08, CPF03, CPF02, CPF08, CPF06, CPF07, CPF07, CPF02, CPF02, CPF03",0.0,0.6666666666666666,0.6666666666666666,CPF05,,False,partial_or_missing_gold
Similarity top-5,Q23,multi_hop,How does CPF LIFE relate to the broader CPF retirement-income framework?,"CPF07, CPF08",1.0,1,1.0,4,0.19999999999999996,0.4,"CPF08, CPF08, CPF01, CPF07, CPF02","CPF08:000:000, CPF08:000:001, CPF01:000:000, CPF07:000:000, CPF02:002:000","CPF08, CPF08, CPF01, CPF07, CPF02, CPF02, CPF02, CPF08, CPF08, CPF08, CPF09, CPF02, CPF07, CPF07, CPF08, CPF08, CPF01, CPF08, CPF10, CPF01",0.5,0.5,1.0,,,False,success
Similarity top-5,Q24,multi_hop,How do base CPF interest rates and extra interest work together for an older member?,"CPF09, CPF10",1.0,1,1.0,4,0.19999999999999996,0.4,"CPF10, CPF02, CPF09, CPF02, CPF01","CPF10:000:000, CPF02:000:001, CPF09:000:000, CPF02:000:000, CPF01:000:001","CPF10, CPF02, CPF09, CPF02, CPF01, CPF02, CPF01, CPF08, CPF08, CPF07, CPF06, CPF08, CPF05, CPF08, CPF02, CPF01, CPF01, CPF09, CPF09, CPF06",0.5,1.0,1.0,,,False,success
Similarity top-5,Q25,multi_hop,How do HDB's budgeting guidance and CPF's housing-usage guidance complement each other when planning a flat purchase?,"CPF03, CPF05, HDB09",1.0,1,0.6666666666666666,4,0.19999999999999996,0.4,"HDB09, HDB02, HDB01, HDB07, HDB01","HDB09:000:000, HDB02:000:000, HDB01:000:000, HDB07:000:000, HDB01:031:002","HDB09, HDB02, HDB01, HDB07, HDB01, HDB02, HDB02, HDB09, HDB06, CPF03, HDB08, HDB01, HDB05, CPF04, HDB01, HDB01, HDB09, HDB08, HDB06, HDB01",0.3333333333333333,0.3333333333333333,0.3333333333333333,"CPF03, CPF05",CPF03,False,ranking_miss
Similarity top-5,Q26,conditional,"If a first-timer single is buying a resale flat, under what condition should EHG (Singles) be considered after the Singles Grant?","HDB03, HDB04",1.0,1,1.0,3,0.4,0.4,"HDB04, HDB05, HDB03, HDB03, HDB04","HDB04:000:000, HDB05:000:000, HDB03:000:000, HDB03:002:000, HDB04:002:000","HDB04, HDB05, HDB03, HDB03, HDB04, HDB04, HDB01, HDB10, HDB01, HDB01, HDB06, HDB02, HDB01, HDB01, HDB01, HDB01, HDB01, HDB08, HDB01, HDB02",0.5,1.0,1.0,,,False,success
Similarity top-5,Q27,conditional,"If a family is buying a resale flat, what must be established before EHG for Families is considered?","HDB05, HDB06",1.0,1,1.0,2,0.6,0.6,"HDB05, HDB04, HDB04, HDB05, HDB04","HDB05:000:000, HDB04:002:000, HDB04:000:000, HDB05:002:000, HDB04:002:004","HDB05, HDB04, HDB04, HDB05, HDB04, HDB01, HDB01, HDB08, HDB01, HDB01, HDB05, HDB05, HDB05, HDB06, HDB04, HDB01, HDB03, HDB04, HDB01, HDB01",0.5,0.5,0.5,HDB06,HDB06,True,duplicate_crowding
Similarity top-5,Q28,conditional,"If applicants are second-timers, when should the Step-Up CPF Housing Grant be investigated?",HDB07,1.0,1,1.0,3,0.4,0.4,"HDB07, HDB07, HDB02, HDB02, HDB01","HDB07:000:000, HDB07:005:000, HDB02:002:006, HDB02:007:006, HDB01:016:006","HDB07, HDB07, HDB02, HDB02, HDB01, HDB02, HDB01, HDB05, HDB01, HDB02, HDB06, HDB01, HDB01, HDB01, HDB01, HDB01, HDB07, HDB01, HDB06, HDB01",1.0,1.0,1.0,,,False,success
Similarity top-5,Q29,conditional,"If a single applicant wants an HDB loan, what household income ceiling applies according to the current HDB loan page?",HDB08,1.0,1,1.0,3,0.4,0.6,"HDB08, HDB01, HDB02, HDB01, HDB01","HDB08:000:000, HDB01:009:000, HDB02:000:000, HDB01:020:000, HDB01:000:000","HDB08, HDB01, HDB02, HDB01, HDB01, HDB06, HDB01, HDB08, HDB02, HDB02, HDB03, HDB04, HDB05, HDB06, HDB07, HDB06, HDB08, HDB01, HDB05, HDB04",1.0,1.0,1.0,,,False,success
Similarity top-5,Q30,conditional,"If a buyer is purchasing a 2-room Flexi flat on a short lease, can an HDB housing loan be assumed to be available?",HDB08,1.0,1,1.0,3,0.4,0.4,"HDB08, HDB01, HDB01, HDB02, HDB08","HDB08:000:000, HDB01:000:000, HDB01:025:000, HDB02:000:000, HDB08:006:000","HDB08, HDB01, HDB01, HDB02, HDB08, HDB08, HDB09, HDB02, HDB08, HDB01, HDB08, HDB02, HDB01, HDB01, HDB01, HDB01, HDB01, HDB01, HDB02, HDB08",1.0,1.0,1.0,,,False,success
Similarity top-5,Q31,conditional,"If a buyer has been granted an OTP but changes their mind, what happens if they simply do not exercise it?",HDB12,1.0,1,1.0,1,0.8,1.0,"HDB12, HDB12, HDB12, HDB12, HDB12","HDB12:009:000, HDB12:008:000, HDB12:010:000, HDB12:005:000, HDB12:004:000","HDB12, HDB12, HDB12, HDB12, HDB12, HDB12, HDB12, HDB12, HDB12, HDB01, HDB02, HDB02, HDB02, HDB02, HDB01, HDB01, HDB03, HDB07, HDB08, HDB04",1.0,1.0,1.0,,,False,success
Similarity top-5,Q32,conditional,"If a member uses CPF OA savings for a property, what should they expect to happen to those amounts when the property is later sold?","CPF03, CPF06",0.5,2,1.0,5,0.0,0.2,"CPF04, CPF03, CPF05, CPF02, CPF06","CPF04:000:001, CPF03:000:001, CPF05:000:001, CPF02:000:001, CPF06:000:001","CPF04, CPF03, CPF05, CPF02, CPF06, CPF06, CPF06, HDB08, CPF04, CPF05, HDB09, HDB08, CPF09, CPF03, HDB07, HDB08, HDB12, CPF02, CPF02, CPF07",0.0,0.5,1.0,,,False,success
Similarity top-5,Q33,conditional,"If sale proceeds are insufficient to cover principal plus accrued interest, should the system automatically tell the member to top up the shortfall in cash?",CPF06,1.0,1,1.0,4,0.19999999999999996,0.4,"CPF06, HDB08, CPF01, CPF06, HDB01","CPF06:000:002, HDB08:005:000, CPF01:000:002, CPF06:000:000, HDB01:019:002","CPF06, HDB08, CPF01, CPF06, HDB01, HDB01, HDB01, CPF02, CPF01, HDB01, CPF01, CPF05, CPF06, HDB12, CPF03, HDB12, HDB01, HDB01, HDB01, HDB01",1.0,1.0,1.0,,,False,success
Similarity top-5,Q34,conditional,"If a member defers CPF LIFE payouts, what effect can that have on monthly payouts?",CPF08,1.0,1,1.0,3,0.4,0.6,"CPF08, CPF08, CPF07, CPF08, CPF02","CPF08:000:001, CPF08:000:003, CPF07:000:000, CPF08:000:002, CPF02:000:004","CPF08, CPF08, CPF07, CPF08, CPF02, CPF08, CPF08, HDB08, CPF09, CPF08, CPF07, CPF01, CPF02, HDB08, CPF02, CPF02, CPF01, CPF01, HDB07, CPF02",1.0,1.0,1.0,,,False,success
Similarity top-5,Q35,conditional,"If a user asks for the CPF OA interest rate for a period outside the effective dates in the current source, should the system reuse the current rate?",CPF10,0.5,2,1.0,4,0.19999999999999996,0.4,"CPF09, CPF10, CPF05, CPF02, CPF02","CPF09:000:000, CPF10:000:000, CPF05:000:001, CPF02:000:004, CPF02:000:001","CPF09, CPF10, CPF05, CPF02, CPF02, CPF06, CPF03, CPF06, HDB08, CPF03, HDB12, CPF02, HDB09, CPF04, CPF04, HDB07, HDB08, CPF01, CPF05, CPF01",0.0,1.0,1.0,,,False,success
Similarity top-5,Q36,partially_answerable,I am 35 and single. Exactly how much housing grant will I receive for the flat I am considering?,"HDB02, HDB03, HDB04",1.0,1,1.0,3,0.4,0.6,"HDB03, HDB04, HDB03, HDB06, HDB03","HDB03:002:004, HDB04:000:000, HDB03:000:000, HDB06:000:000, HDB03:002:003","HDB03, HDB04, HDB03, HDB06, HDB03, HDB02, HDB01, HDB07, HDB02, HDB02, HDB05, HDB03, HDB01, HDB06, HDB06, HDB01, HDB01, HDB02, HDB01, HDB03",0.3333333333333333,0.6666666666666666,0.6666666666666666,HDB02,HDB02,True,duplicate_crowding
Similarity top-5,Q37,partially_answerable,I earn below the HDB loan income ceiling. Does that guarantee that HDB will approve my loan?,HDB08,1.0,1,1.0,3,0.4,0.4,"HDB08, HDB08, HDB12, HDB09, HDB09","HDB08:006:000, HDB08:000:000, HDB12:006:000, HDB09:000:000, HDB09:000:001","HDB08, HDB08, HDB12, HDB09, HDB09, HDB08, HDB08, CPF05, HDB08, HDB01, HDB01, HDB02, HDB02, HDB08, HDB12, CPF03, HDB01, HDB01, HDB01, HDB01",1.0,1.0,1.0,,,False,success
Similarity top-5,Q38,partially_answerable,I have enough CPF OA savings for the downpayment. Does that mean I can definitely afford the flat?,"CPF03, CPF05, HDB09",1.0,1,1.0,5,0.0,0.2,"HDB09, CPF03, HDB01, HDB02, CPF04","HDB09:001:000, CPF03:000:000, HDB01:031:002, HDB02:010:002, CPF04:000:000","HDB09, CPF03, HDB01, HDB02, CPF04, CPF06, CPF02, HDB01, HDB01, CPF03, HDB01, HDB09, HDB01, HDB08, HDB02, CPF05, CPF05, HDB12, HDB02, HDB01",0.3333333333333333,0.6666666666666666,0.6666666666666666,CPF05,CPF05,False,ranking_miss
Similarity top-5,Q39,partially_answerable,I used CPF for my home. Tell me the exact dollar amount I must refund if I sell today.,CPF06,1.0,1,1.0,3,0.4,0.6,"CPF06, CPF06, HDB08, CPF04, CPF06","CPF06:000:000, CPF06:000:002, HDB08:004:001, CPF04:000:001, CPF06:000:001","CPF06, CPF06, HDB08, CPF04, CPF06, CPF03, HDB09, HDB08, CPF07, HDB01, HDB02, CPF04, HDB02, HDB08, CPF05, CPF07, HDB01, HDB01, HDB07, HDB06",1.0,1.0,1.0,,,False,success
Similarity top-5,Q40,partially_answerable,I am 55. Tell me exactly how much my CPF LIFE monthly payout will be.,CPF08,0.5,2,1.0,2,0.6,0.8,"CPF07, CPF08, CPF08, CPF08, CPF08","CPF07:000:000, CPF08:000:001, CPF08:000:002, CPF08:000:003, CPF08:000:000","CPF07, CPF08, CPF08, CPF08, CPF08, CPF07, CPF02, CPF02, CPF01, CPF02, CPF02, CPF02, CPF09, CPF02, CPF10, CPF01, CPF01, CPF06, CPF06, CPF02",0.0,1.0,1.0,,,False,success
Similarity top-5,Q41,partially_answerable,I qualify for a Singles Grant. Does that automatically mean I qualify for EHG (Singles)?,"HDB03, HDB04",1.0,1,1.0,3,0.4,0.4,"HDB04, HDB05, HDB04, HDB05, HDB03","HDB04:000:000, HDB05:000:000, HDB04:002:003, HDB05:002:003, HDB03:002:000","HDB04, HDB05, HDB04, HDB05, HDB03, HDB04, HDB03, HDB04, HDB03, HDB04, HDB06, HDB06, HDB05, HDB05, HDB03, HDB05, HDB05, HDB04, HDB04, HDB06",0.5,0.5,1.0,,,False,success
Similarity top-5,Q42,partially_answerable,I am a second-timer. Does the Step-Up CPF Housing Grant definitely apply to me?,HDB07,1.0,1,1.0,3,0.4,0.4,"HDB07, HDB07, HDB02, HDB06, HDB02","HDB07:000:000, HDB07:005:000, HDB02:002:006, HDB06:000:000, HDB02:007:006","HDB07, HDB07, HDB02, HDB06, HDB02, HDB05, HDB02, HDB02, HDB01, HDB01, HDB06, HDB01, HDB04, HDB01, HDB01, HDB01, HDB07, HDB09, HDB01, HDB01",1.0,1.0,1.0,,,False,success
Similarity top-5,Q43,partially_answerable,I want to buy a resale flat. Can you calculate my exact cash and CPF upfront payments from these pages alone?,"CPF03, HDB09",1.0,1,0.5,2,0.6,0.8,"HDB09, HDB09, HDB01, HDB09, HDB09","HDB09:000:001, HDB09:002:000, HDB01:031:002, HDB09:001:000, HDB09:000:000","HDB09, HDB09, HDB01, HDB09, HDB09, HDB12, HDB10, HDB01, HDB01, HDB02, HDB01, HDB01, HDB01, HDB02, HDB10, HDB10, HDB08, HDB06, HDB07, HDB03",0.5,0.5,0.5,CPF03,,False,partial_or_missing_gold
Similarity top-5,Q44,partially_answerable,I am a single buyer and my income is within the HDB loan ceiling. Tell me the exact loan amount HDB will give me.,HDB08,1.0,1,1.0,2,0.6,0.8,"HDB08, HDB09, HDB08, HDB08, HDB08","HDB08:005:000, HDB09:000:000, HDB08:000:000, HDB08:006:000, HDB08:006:003","HDB08, HDB09, HDB08, HDB08, HDB08, HDB09, CPF05, HDB08, HDB02, HDB01, HDB03, HDB10, HDB01, HDB01, HDB04, HDB01, HDB06, HDB01, HDB01, CPF03",1.0,1.0,1.0,,,False,success
Similarity top-5,Q45,partially_answerable,I am eligible to buy a flat. Does that automatically mean I will receive every CPF housing grant listed on HDB's site?,"HDB01, HDB02, HDB03, HDB05, HDB06",1.0,1,0.8,5,0.0,0.2,"HDB01, HDB02, HDB06, HDB07, HDB05","HDB01:000:000, HDB02:000:000, HDB06:000:000, HDB07:000:000, HDB05:000:000","HDB01, HDB02, HDB06, HDB07, HDB05, HDB01, HDB01, HDB04, HDB09, HDB01, HDB02, HDB01, HDB02, HDB01, HDB01, HDB02, HDB01, HDB02, HDB01, HDB01",0.2,0.6,0.8,HDB03,,False,partial_or_missing_gold
Similarity top-5,Q53,adversarial_misleading,"I'm 30 and single, so I can buy any HDB resale flat on my own as long as I can afford it, right?","HDB02, HDB08",0.16666666666666666,6,1.0,2,0.6,0.8,"HDB03, HDB01, HDB01, HDB01, HDB01","HDB03:000:000, HDB01:005:002, HDB01:019:002, HDB01:024:002, HDB01:013:002","HDB03, HDB01, HDB01, HDB01, HDB01, HDB02, HDB04, HDB04, HDB01, HDB08, HDB01, HDB09, HDB04, HDB01, HDB01, HDB02, HDB06, HDB08, HDB08, HDB01",0.0,0.0,0.0,"HDB02, HDB08","HDB02, HDB08",True,duplicate_crowding
Similarity top-5,Q54,adversarial_misleading,"Since CPF can be used for housing, I can use my Special Account to pay my property downpayment, correct?",CPF03,0.5,2,1.0,4,0.19999999999999996,0.4,"HDB09, CPF03, CPF03, CPF06, HDB07","HDB09:001:000, CPF03:000:000, CPF03:000:001, CPF06:000:001, HDB07:005:000","HDB09, CPF03, CPF03, CPF06, HDB07, CPF06, CPF02, CPF04, CPF04, HDB08, CPF07, HDB09, HDB08, HDB08, CPF07, HDB01, HDB01, HDB01, CPF05, HDB09",0.0,1.0,1.0,,,False,success
Similarity top-5,Q55,adversarial_misleading,"When I sell my property, I only need to refund the original CPF principal and never any accrued interest, right?",CPF06,1.0,1,1.0,3,0.4,0.6,"CPF06, CPF06, CPF04, CPF06, HDB08","CPF06:000:000, CPF06:000:002, CPF04:000:001, CPF06:000:001, HDB08:004:001","CPF06, CPF06, CPF04, CPF06, HDB08, HDB07, HDB08, HDB02, CPF03, HDB01, HDB01, HDB01, HDB01, HDB02, HDB04, HDB01, HDB01, HDB01, HDB01, HDB05",1.0,1.0,1.0,,,False,success
Similarity top-5,Q56,adversarial_misleading,"If my resale OTP expires, HDB automatically extends it for another 21 days, right?",HDB12,1.0,1,1.0,2,0.6,0.8,"HDB12, HDB12, HDB12, HDB08, HDB12","HDB12:003:000, HDB12:010:000, HDB12:002:000, HDB08:003:001, HDB12:000:000","HDB12, HDB12, HDB12, HDB08, HDB12, HDB12, HDB01, HDB01, HDB01, HDB01, HDB02, HDB02, HDB01, HDB12, HDB01, HDB01, HDB01, HDB01, HDB01, HDB08",1.0,1.0,1.0,,,False,success
